MDR,max,P0,a,b,c,d
1e-05,0.05,0.998338810009356,1.01,30,0.283168072840187,1.44422658164614e-09
2e-05,0.05,0.996677620018711,1.01,1.84588314778699,0.581813630271416,0.000187039081984433
3e-05,0.05,0.995016430028067,5.41484382615706,4.85421860699369,0.111222031831535,0.00281070955620922
4e-05,0.05,0.993355240037423,5.41512294186946,4.85434949365381,0.127453499874124,0.00307404533410307
5e-05,0.05,0.991694050046778,5.41541265423011,4.85450225740981,0.142654826970512,0.00328893205401758
6e-05,0.05,0.990032860056134,5.41569419100426,4.8546960148084,0.157138962524232,0.00346879681986232
7e-05,0.05,0.98837167006549,6.15206550991631,2.11822590890975,0.278623912523183,0.107992115497712
8e-05,0.05,0.986710480074845,6.25262090598135,1.48342832746505,0.410575736018709,0.0985459465318218
9e-05,0.05,0.985049290084201,6.28355787628061,1.23149771500189,0.541710705427984,0.0715823982046411
1e-04,0.05,0.983388100093556,6.29986064148662,1.09689241022503,0.673938209056871,0.0541518618111237
0.00011,0.05,0.981726910102912,6.31173684151168,1.0076986279828,0.808672785893754,0.0435606509533933
0.00012,0.05,0.980065720112268,6.31728408473891,0.963391615138463,0.906180775522579,0.0382732580301524
0.00013,0.05,0.978404530121623,6.31923752159436,0.930957342778342,1.00161265411296,0.0343187769254711
0.00014,0.05,0.976743340130979,6.31924291261431,0.939720648442306,1.00937804599329,0.0336409123353557
0.00015,0.05,0.975082150140335,6.31891996779451,0.945777825626538,1.01210429969694,0.0333023342851327
0.00016,0.05,0.97342096014969,6.31891996779451,0.945777825626538,1.01210429969694,0.0333023342851327
0.00017,0.05,0.971759770159046,6.31891996779451,0.945777825626538,1.01210429969694,0.0333023342851326
0.00018,0.05,0.970098580168402,6.31784928178765,0.93940767012234,1.00423740386201,0.0338793797088007
0.00019,0.05,0.968437390177757,6.30897039402818,0.966210924425993,0.966210458216568,0.0346887606832728
2e-04,0.05,0.966776200187113,6.30625740753339,0.966965077677271,0.949777223238846,0.0354978395795804
0.00021,0.05,0.965115010196469,6.30386303316649,0.966354922565468,0.936103685932245,0.0362559855978594
0.00022,0.05,0.963453820205824,6.30237415328814,0.954565220733308,0.920172609426118,0.0376552069077526
0.00023,0.05,0.96179263021518,6.29051019749648,0.990165255495946,0.878397939529552,0.0387456728656222
0.00024,0.05,0.960131440224535,6.28804263055846,0.988870979833111,0.861924616815778,0.0399357532952551
0.00025,0.05,0.958470250233891,6.28575565559028,0.987693038390096,0.848322718491328,0.0409851754479239
0.00026,0.05,0.956809060243247,6.28424975333901,0.981639068234805,0.834978861526291,0.0423200528886131
0.00027,0.05,0.955147870252602,6.28285068595119,0.974876081110831,0.822349849035543,0.0437177609708423
0.00028,0.05,0.953486680261958,6.28153087281496,0.967581932483871,0.810307383475066,0.0451812890217597
0.00029,0.05,0.951825490271314,6.28027406771619,0.959910033468989,0.79879660403106,0.0467087368012666
3e-04,0.05,0.950164300280669,6.27906469359276,0.951902526789927,0.787653964701067,0.0483159256702765
0.00031,0.05,0.948503110290025,6.27791417763512,0.944014369142834,0.777392005974285,0.049919738757505
0.00032,0.05,0.946841920299381,6.27671555759052,0.934517238395746,0.765075226800505,0.051980241377742
0.00033,0.05,0.945180730308736,6.27515099295627,0.925229429225524,0.755853777289302,0.0537686246177178
0.00034,0.05,0.943519540318092,6.27362920237754,0.915732988639788,0.747076107591104,0.0556209474704849
0.00035,0.05,0.941858350327448,6.27214518839208,0.906123419238841,0.738687636215524,0.0575374143236597
0.00036,0.05,0.940197160336803,6.2706947349481,0.896491710891566,0.730635968667496,0.0595183312707338
0.00037,0.05,0.938535970346159,6.26927430524256,0.88692445566227,0.722871055026958,0.0615640848581304
0.00038,0.05,0.936874780355515,6.26788094599638,0.877503605303199,0.715345525559825,0.063675114388386
0.00039,0.05,0.93521359036487,6.26651219058356,0.868305915878483,0.708015154734813,0.0658518804319879
4e-04,0.05,0.933552400374226,6.26516596348341,0.859402211000306,0.700839376733753,0.0680948310045328
0.00041,0.05,0.931891210383581,6.2638404849047,0.850856587019813,0.693781764575468,0.070404371109928
0.00042,0.05,0.930230020392937,6.26253418095438,0.842725710225908,0.686810403906363,0.0727808370018876
0.00043,0.05,0.928568830402293,6.26124560130333,0.83505834003633,0.679898101869107,0.0752244764305803
0.00044,0.05,0.926907640411648,6.25997334725102,0.827895150742572,0.673022400658665,0.0777354367897561
0.00045,0.05,0.925246450421004,6.25871601232686,0.821268894731631,0.666165400198656,0.0803137582985397
0.00046,0.05,0.92358526043036,6.25747213192725,0.815204876069042,0.659313419549559,0.08295937069193
0.00047,0.05,0.921924070439715,6.25624014205375,0.80972169728522,0.652456529742364,0.0856720912313921
0.00048,0.05,0.920262880449071,6.25501835270685,0.804832418351544,0.645588438246539,0.0884514542029525
0.00049,0.05,0.918601690458427,6.25378557459288,0.800132246424121,0.637892624345334,0.0916320724468364
5e-04,0.05,0.916940500467782,6.21851899327977,0.718656471021185,0.676954823663575,0.0910177637561117
0.00051,0.05,0.915279310477138,6.21739008017029,0.710627179358713,0.672252332983326,0.0937975071182732
0.00052,0.05,0.913618120486494,6.21627438257824,0.703225435824257,0.667425688506407,0.0966430975256992
0.00053,0.05,0.911956930495849,6.2151702512703,0.696462652629402,0.662465355627378,0.0995553078717325
0.00054,0.05,0.910295740505205,6.21407738551374,0.690342850043402,0.657366169134405,0.102535234364689
0.00055,0.05,0.908634550514561,6.21299351538179,0.684872545302914,0.65212660328389,0.105581816975359
0.00056,0.05,0.906973360523916,6.21191467552005,0.680052019716064,0.646742443623355,0.108696926784314
0.00057,0.05,0.905312170533272,6.21081177950765,0.675242820621941,0.640134128750909,0.112487673314314
0.00058,0.05,0.903650980542627,6.1829240080447,0.613540563560008,0.674774467397512,0.110980703343121
0.00059,0.05,0.901989790551983,6.18192340370731,0.606855203509282,0.671037329045739,0.114022582983687
6e-04,0.05,0.900328600561339,6.18093248364023,0.600800083777726,0.667083881658273,0.117131744546221
0.00061,0.05,0.898667410570694,6.17994836770862,0.595373517553393,0.662912531040765,0.120309406381387
0.00062,0.05,0.89700622058005,6.17896778381426,0.590572119680827,0.65851940983919,0.123558816438436
0.00063,0.05,0.895345030589406,6.17796263113149,0.585675919891503,0.652871648997764,0.127591065303788
0.00064,0.05,0.893683840598761,6.15546629153557,0.535275754213414,0.686258660873633,0.125254135998095
0.00065,0.05,0.892022650608117,6.15457192619483,0.528987824065775,0.683486819006751,0.128343200806096
0.00066,0.05,0.890361460617473,6.1536869907219,0.523264610411153,0.680457209145392,0.131499878760423
0.00067,0.05,0.888700270626828,6.15280820099127,0.518101781629147,0.677168195073372,0.134726265615842
0.00068,0.05,0.887039080636184,6.15193191066747,0.513494804378462,0.673614708122811,0.138027019368653
0.00069,0.05,0.885377890645539,6.15102890504081,0.508554270478131,0.668724408700961,0.142296964347651
7e-04,0.05,0.883716700654895,6.13363219304925,0.473147065176586,0.695654594791277,0.139861747569098
0.00071,0.05,0.882055510664251,6.1328397317075,0.467814487935362,0.693253980693562,0.143004451079957
0.00072,0.05,0.880394320673607,6.13205278290885,0.462964090997877,0.69058563281572,0.146216620595833
